start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 14337 | loss : 3.082439 | tok/sec : 107453.03165849148 | lr : 1.759979e-04 | dt : 4.57s
step : 14338 | loss : 3.079684 | tok/sec : 107003.01568932764 | lr : 1.759624e-04 | dt : 4.59s
step : 14339 | loss : 3.080241 | tok/sec : 107970.41527761586 | lr : 1.759268e-04 | dt : 4.55s
step : 14340 | loss : 3.111870 | tok/sec : 107209.0302391987 | lr : 1.758912e-04 | dt : 4.58s
step : 14341 | loss : 3.091160 | tok/sec : 107639.68240412994 | lr : 1.758556e-04 | dt : 4.57s
step : 14342 | loss : 3.104100 | tok/sec : 107516.13169282716 | lr : 1.758201e-04 | dt : 4.57s
step : 14343 | loss : 3.061310 | tok/sec : 107855.81478793165 | lr : 1.757845e-04 | dt : 4.56s
step : 14344 | loss : 3.086683 | tok/sec : 107492.81079416237 | lr : 1.757490e-04 | dt : 4.57s
step : 14345 | loss : 3.095604 | tok/sec : 107652.28413401287 | lr : 1.757134e-04 | dt : 4.57s
step : 14346 | loss : 3.130078 | tok/sec : 107269.36012215563 | lr : 1.756779e-04 | dt : 4.58s
step : 14347 | loss : 3.158165 | tok/sec : 107897.97085162482 | lr : 1.756423e-04 | dt : 4.56s
step : 14348 | loss : 3.058128 | tok/sec : 107764.07506868339 | lr : 1.756068e-04 | dt : 4.56s
step : 14349 | loss : 3.150335 | tok/sec : 107811.4758533872 | lr : 1.755713e-04 | dt : 4.56s
step : 14350 | loss : 3.159632 | tok/sec : 107488.17024554008 | lr : 1.755358e-04 | dt : 4.57s
step : 14351 | loss : 3.241077 | tok/sec : 107321.73449194073 | lr : 1.755002e-04 | dt : 4.58s
step : 14352 | loss : 3.159053 | tok/sec : 108015.56985248657 | lr : 1.754647e-04 | dt : 4.55s
step : 14353 | loss : 3.190795 | tok/sec : 107657.64722801902 | lr : 1.754292e-04 | dt : 4.57s
step : 14354 | loss : 3.138038 | tok/sec : 107015.46322304313 | lr : 1.753937e-04 | dt : 4.59s
step : 14355 | loss : 3.140965 | tok/sec : 106695.10142167026 | lr : 1.753582e-04 | dt : 4.61s
step : 14356 | loss : 3.196352 | tok/sec : 107310.56735429028 | lr : 1.753227e-04 | dt : 4.58s
step : 14357 | loss : 3.168667 | tok/sec : 107963.10991844785 | lr : 1.752872e-04 | dt : 4.55s
step : 14358 | loss : 3.169639 | tok/sec : 107644.22925366987 | lr : 1.752517e-04 | dt : 4.57s
step : 14359 | loss : 3.092618 | tok/sec : 107917.8071118879 | lr : 1.752162e-04 | dt : 4.55s
step : 14360 | loss : 3.095472 | tok/sec : 107328.3442529753 | lr : 1.751807e-04 | dt : 4.58s
step : 14361 | loss : 3.131831 | tok/sec : 107967.17524013532 | lr : 1.751452e-04 | dt : 4.55s
step : 14362 | loss : 3.121473 | tok/sec : 108078.66389932293 | lr : 1.751097e-04 | dt : 4.55s
step : 14363 | loss : 3.088727 | tok/sec : 107208.58422383717 | lr : 1.750742e-04 | dt : 4.58s
step : 14364 | loss : 3.138108 | tok/sec : 108304.38165796484 | lr : 1.750388e-04 | dt : 4.54s
step : 14365 | loss : 3.188252 | tok/sec : 107997.54761978476 | lr : 1.750033e-04 | dt : 4.55s
step : 14366 | loss : 3.071320 | tok/sec : 107738.29856957715 | lr : 1.749678e-04 | dt : 4.56s
step : 14367 | loss : 3.139052 | tok/sec : 108481.07926235461 | lr : 1.749324e-04 | dt : 4.53s
step : 14368 | loss : 3.110505 | tok/sec : 107919.0160491498 | lr : 1.748969e-04 | dt : 4.55s
step : 14369 | loss : 3.142604 | tok/sec : 107976.39261093525 | lr : 1.748615e-04 | dt : 4.55s
step : 14370 | loss : 3.092281 | tok/sec : 107684.7013317308 | lr : 1.748260e-04 | dt : 4.56s
step : 14371 | loss : 3.144676 | tok/sec : 108042.86645315775 | lr : 1.747906e-04 | dt : 4.55s
step : 14372 | loss : 3.130473 | tok/sec : 108081.79730450879 | lr : 1.747551e-04 | dt : 4.55s
step : 14373 | loss : 3.099838 | tok/sec : 107881.47254935656 | lr : 1.747197e-04 | dt : 4.56s
step : 14374 | loss : 3.073905 | tok/sec : 107126.32444630841 | lr : 1.746843e-04 | dt : 4.59s
step : 14375 | loss : 3.060638 | tok/sec : 107281.65197517141 | lr : 1.746488e-04 | dt : 4.58s
step : 14376 | loss : 3.089792 | tok/sec : 108133.35174453689 | lr : 1.746134e-04 | dt : 4.55s
step : 14377 | loss : 3.054051 | tok/sec : 107898.98733914863 | lr : 1.745780e-04 | dt : 4.56s
step : 14378 | loss : 3.070467 | tok/sec : 107952.82641722546 | lr : 1.745426e-04 | dt : 4.55s
step : 14379 | loss : 3.091486 | tok/sec : 107785.58087517058 | lr : 1.745072e-04 | dt : 4.56s
step : 14380 | loss : 3.034590 | tok/sec : 107921.9198689348 | lr : 1.744718e-04 | dt : 4.55s
step : 14381 | loss : 3.119807 | tok/sec : 108280.29105014246 | lr : 1.744364e-04 | dt : 4.54s
step : 14382 | loss : 3.034291 | tok/sec : 108031.18643890163 | lr : 1.744010e-04 | dt : 4.55s
step : 14383 | loss : 3.089947 | tok/sec : 107736.73334155892 | lr : 1.743656e-04 | dt : 4.56s
step : 14384 | loss : 3.049656 | tok/sec : 107965.03228554015 | lr : 1.743302e-04 | dt : 4.55s
step : 14385 | loss : 3.073154 | tok/sec : 107912.83041711904 | lr : 1.742948e-04 | dt : 4.55s
step : 14386 | loss : 3.102084 | tok/sec : 107891.35850311637 | lr : 1.742594e-04 | dt : 4.56s
step : 14387 | loss : 3.140466 | tok/sec : 107559.80148658628 | lr : 1.742240e-04 | dt : 4.57s
step : 14388 | loss : 3.104383 | tok/sec : 107419.4888073105 | lr : 1.741886e-04 | dt : 4.58s
step : 14389 | loss : 3.094548 | tok/sec : 107456.44254544443 | lr : 1.741533e-04 | dt : 4.57s
step : 14390 | loss : 3.128990 | tok/sec : 107706.05729874223 | lr : 1.741179e-04 | dt : 4.56s
step : 14391 | loss : 3.073716 | tok/sec : 106983.25888557841 | lr : 1.740825e-04 | dt : 4.59s
step : 14392 | loss : 3.093647 | tok/sec : 107592.52237131007 | lr : 1.740472e-04 | dt : 4.57s
step : 14393 | loss : 3.174361 | tok/sec : 108220.77321748542 | lr : 1.740118e-04 | dt : 4.54s
step : 14394 | loss : 3.166882 | tok/sec : 107285.77780153135 | lr : 1.739765e-04 | dt : 4.58s
step : 14395 | loss : 3.113029 | tok/sec : 107367.25944858347 | lr : 1.739411e-04 | dt : 4.58s
step : 14396 | loss : 3.120033 | tok/sec : 107641.12116787955 | lr : 1.739058e-04 | dt : 4.57s
step : 14397 | loss : 3.130856 | tok/sec : 107423.65882786535 | lr : 1.738704e-04 | dt : 4.58s
step : 14398 | loss : 3.120804 | tok/sec : 107939.01263638491 | lr : 1.738351e-04 | dt : 4.55s
step : 14399 | loss : 3.134764 | tok/sec : 108042.10205119618 | lr : 1.737998e-04 | dt : 4.55s
step : 14400 | loss : 3.114681 | tok/sec : 107984.0617579673 | lr : 1.737644e-04 | dt : 4.55s
step : 14401 | loss : 3.163040 | tok/sec : 107899.71018637336 | lr : 1.737291e-04 | dt : 4.56s
step : 14402 | loss : 3.112377 | tok/sec : 108037.57814547075 | lr : 1.736938e-04 | dt : 4.55s
step : 14403 | loss : 3.117221 | tok/sec : 107154.62146442542 | lr : 1.736585e-04 | dt : 4.59s
step : 14404 | loss : 3.108734 | tok/sec : 107760.22217090412 | lr : 1.736232e-04 | dt : 4.56s
step : 14405 | loss : 3.103565 | tok/sec : 107641.49210539507 | lr : 1.735878e-04 | dt : 4.57s
step : 14406 | loss : 3.132546 | tok/sec : 107838.0263273042 | lr : 1.735525e-04 | dt : 4.56s
step : 14407 | loss : 3.074928 | tok/sec : 107545.42608574445 | lr : 1.735172e-04 | dt : 4.57s
step : 14408 | loss : 3.101608 | tok/sec : 107597.43025568206 | lr : 1.734819e-04 | dt : 4.57s
step : 14409 | loss : 3.132233 | tok/sec : 107700.66687469311 | lr : 1.734467e-04 | dt : 4.56s
step : 14410 | loss : 3.083927 | tok/sec : 106987.33958354643 | lr : 1.734114e-04 | dt : 4.59s
step : 14411 | loss : 3.060333 | tok/sec : 107979.87073952633 | lr : 1.733761e-04 | dt : 4.55s
step : 14412 | loss : 3.088108 | tok/sec : 107685.35943709839 | lr : 1.733408e-04 | dt : 4.56s
step : 14413 | loss : 3.100450 | tok/sec : 107378.23704697183 | lr : 1.733055e-04 | dt : 4.58s
step : 14414 | loss : 3.083401 | tok/sec : 107840.23193568204 | lr : 1.732703e-04 | dt : 4.56s
step : 14415 | loss : 3.110745 | tok/sec : 107884.98973132843 | lr : 1.732350e-04 | dt : 4.56s
step : 14416 | loss : 3.054777 | tok/sec : 108079.46848150966 | lr : 1.731997e-04 | dt : 4.55s
step : 14417 | loss : 3.137338 | tok/sec : 107422.58410703698 | lr : 1.731645e-04 | dt : 4.58s
step : 14418 | loss : 3.077410 | tok/sec : 107053.46249291381 | lr : 1.731292e-04 | dt : 4.59s
step : 14419 | loss : 3.115073 | tok/sec : 107787.68853408098 | lr : 1.730940e-04 | dt : 4.56s
step : 14420 | loss : 3.026919 | tok/sec : 107478.64940808613 | lr : 1.730587e-04 | dt : 4.57s
step : 14421 | loss : 3.112072 | tok/sec : 108635.16507865043 | lr : 1.730235e-04 | dt : 4.52s
step : 14422 | loss : 3.089473 | tok/sec : 107746.52520977441 | lr : 1.729882e-04 | dt : 4.56s
step : 14423 | loss : 3.124277 | tok/sec : 108086.14357594006 | lr : 1.729530e-04 | dt : 4.55s
step : 14424 | loss : 3.097911 | tok/sec : 108234.70467440353 | lr : 1.729178e-04 | dt : 4.54s
step : 14425 | loss : 3.094212 | tok/sec : 107921.35491120763 | lr : 1.728825e-04 | dt : 4.55s
step : 14426 | loss : 3.099449 | tok/sec : 107916.60385076134 | lr : 1.728473e-04 | dt : 4.55s
step : 14427 | loss : 3.095541 | tok/sec : 107723.15492673374 | lr : 1.728121e-04 | dt : 4.56s
step : 14428 | loss : 3.123930 | tok/sec : 107161.74540242151 | lr : 1.727769e-04 | dt : 4.59s
step : 14429 | loss : 3.068327 | tok/sec : 108008.85820208729 | lr : 1.727417e-04 | dt : 4.55s
step : 14430 | loss : 3.162239 | tok/sec : 107601.65903229796 | lr : 1.727065e-04 | dt : 4.57s
step : 14431 | loss : 3.220540 | tok/sec : 107715.7310304758 | lr : 1.726712e-04 | dt : 4.56s
step : 14432 | loss : 3.089213 | tok/sec : 107926.95390343762 | lr : 1.726360e-04 | dt : 4.55s
step : 14433 | loss : 3.086752 | tok/sec : 106868.69347984035 | lr : 1.726009e-04 | dt : 4.60s
step : 14434 | loss : 3.123418 | tok/sec : 86399.22664559698 | lr : 1.725657e-04 | dt : 5.69s
step : 14435 | loss : 3.111245 | tok/sec : 111791.41643395138 | lr : 1.725305e-04 | dt : 4.40s
step : 14436 | loss : 3.138052 | tok/sec : 111930.1657123085 | lr : 1.724953e-04 | dt : 4.39s
step : 14437 | loss : 3.121446 | tok/sec : 111412.67122776121 | lr : 1.724601e-04 | dt : 4.41s
step : 14438 | loss : 3.117172 | tok/sec : 111417.85554340208 | lr : 1.724249e-04 | dt : 4.41s
step : 14439 | loss : 3.146868 | tok/sec : 110856.93786457885 | lr : 1.723898e-04 | dt : 4.43s
step : 14440 | loss : 3.150147 | tok/sec : 110970.85174006915 | lr : 1.723546e-04 | dt : 4.43s
step : 14441 | loss : 3.128141 | tok/sec : 93328.12887492256 | lr : 1.723194e-04 | dt : 5.27s
step : 14442 | loss : 3.146605 | tok/sec : 112714.1441297714 | lr : 1.722843e-04 | dt : 4.36s
step : 14443 | loss : 3.146270 | tok/sec : 113197.01317501151 | lr : 1.722491e-04 | dt : 4.34s
step : 14444 | loss : 3.100764 | tok/sec : 112544.64149623935 | lr : 1.722140e-04 | dt : 4.37s
step : 14445 | loss : 3.103759 | tok/sec : 106450.23868250201 | lr : 1.721788e-04 | dt : 4.62s
step : 14446 | loss : 3.137815 | tok/sec : 103654.39854424192 | lr : 1.721437e-04 | dt : 4.74s
step : 14447 | loss : 3.080434 | tok/sec : 103769.50019625551 | lr : 1.721085e-04 | dt : 4.74s
step : 14448 | loss : 3.045127 | tok/sec : 103316.80760059872 | lr : 1.720734e-04 | dt : 4.76s
step : 14449 | loss : 3.072879 | tok/sec : 103591.64672326364 | lr : 1.720383e-04 | dt : 4.74s
step : 14450 | loss : 3.119168 | tok/sec : 103347.23064459216 | lr : 1.720032e-04 | dt : 4.76s
step : 14451 | loss : 3.053280 | tok/sec : 103182.13928793972 | lr : 1.719680e-04 | dt : 4.76s
step : 14452 | loss : 3.065614 | tok/sec : 103288.52930864396 | lr : 1.719329e-04 | dt : 4.76s
step : 14453 | loss : 3.067827 | tok/sec : 104516.2879340208 | lr : 1.718978e-04 | dt : 4.70s
step : 14454 | loss : 3.089184 | tok/sec : 103928.1050625562 | lr : 1.718627e-04 | dt : 4.73s
step : 14455 | loss : 3.090361 | tok/sec : 103676.5683880816 | lr : 1.718276e-04 | dt : 4.74s
step : 14456 | loss : 3.134300 | tok/sec : 104114.79814953425 | lr : 1.717925e-04 | dt : 4.72s
step : 14457 | loss : 3.126053 | tok/sec : 103524.36469597445 | lr : 1.717574e-04 | dt : 4.75s
step : 14458 | loss : 3.117919 | tok/sec : 103316.86973360472 | lr : 1.717223e-04 | dt : 4.76s
step : 14459 | loss : 3.127239 | tok/sec : 103378.88982983874 | lr : 1.716872e-04 | dt : 4.75s
step : 14460 | loss : 3.179601 | tok/sec : 103558.69184725278 | lr : 1.716521e-04 | dt : 4.75s
step : 14461 | loss : 3.051148 | tok/sec : 103475.55753201488 | lr : 1.716170e-04 | dt : 4.75s
step : 14462 | loss : 3.131742 | tok/sec : 103807.83189528986 | lr : 1.715820e-04 | dt : 4.73s
step : 14463 | loss : 3.111360 | tok/sec : 104076.8174181574 | lr : 1.715469e-04 | dt : 4.72s
step : 14464 | loss : 3.118832 | tok/sec : 104253.35285249834 | lr : 1.715118e-04 | dt : 4.71s
step : 14465 | loss : 3.108761 | tok/sec : 104024.43311550403 | lr : 1.714768e-04 | dt : 4.73s
step : 14466 | loss : 3.105439 | tok/sec : 104387.80496891963 | lr : 1.714417e-04 | dt : 4.71s
step : 14467 | loss : 3.103116 | tok/sec : 104588.65955645061 | lr : 1.714066e-04 | dt : 4.70s
step : 14468 | loss : 3.058068 | tok/sec : 103948.57864665342 | lr : 1.713716e-04 | dt : 4.73s
step : 14469 | loss : 3.140920 | tok/sec : 103793.34967745327 | lr : 1.713365e-04 | dt : 4.74s
step : 14470 | loss : 3.124490 | tok/sec : 104810.04291214909 | lr : 1.713015e-04 | dt : 4.69s
step : 14471 | loss : 3.110882 | tok/sec : 103462.68921530762 | lr : 1.712664e-04 | dt : 4.75s
step : 14472 | loss : 3.149132 | tok/sec : 104414.4514469357 | lr : 1.712314e-04 | dt : 4.71s
step : 14473 | loss : 3.100050 | tok/sec : 103727.08409857127 | lr : 1.711964e-04 | dt : 4.74s
step : 14474 | loss : 3.097752 | tok/sec : 104006.28028362208 | lr : 1.711613e-04 | dt : 4.73s
step : 14475 | loss : 3.146205 | tok/sec : 104175.242833855 | lr : 1.711263e-04 | dt : 4.72s
step : 14476 | loss : 3.128812 | tok/sec : 103864.7912594513 | lr : 1.710913e-04 | dt : 4.73s
step : 14477 | loss : 3.111711 | tok/sec : 104505.31554093471 | lr : 1.710563e-04 | dt : 4.70s
step : 14478 | loss : 3.076976 | tok/sec : 103734.52163736145 | lr : 1.710213e-04 | dt : 4.74s
step : 14479 | loss : 3.086357 | tok/sec : 104636.63196601375 | lr : 1.709863e-04 | dt : 4.70s
step : 14480 | loss : 3.097530 | tok/sec : 104051.3565228574 | lr : 1.709513e-04 | dt : 4.72s
step : 14481 | loss : 3.140471 | tok/sec : 104406.4560752425 | lr : 1.709163e-04 | dt : 4.71s
step : 14482 | loss : 3.057738 | tok/sec : 104185.39309666453 | lr : 1.708813e-04 | dt : 4.72s
step : 14483 | loss : 3.111995 | tok/sec : 104307.5882010705 | lr : 1.708463e-04 | dt : 4.71s
step : 14484 | loss : 3.114266 | tok/sec : 104550.95802999666 | lr : 1.708113e-04 | dt : 4.70s
step : 14485 | loss : 3.126262 | tok/sec : 104824.30390940784 | lr : 1.707763e-04 | dt : 4.69s
step : 14486 | loss : 3.100774 | tok/sec : 104275.81132165944 | lr : 1.707413e-04 | dt : 4.71s
step : 14487 | loss : 3.027966 | tok/sec : 104245.80383324692 | lr : 1.707064e-04 | dt : 4.72s
step : 14488 | loss : 3.088329 | tok/sec : 103839.1881623633 | lr : 1.706714e-04 | dt : 4.73s
step : 14489 | loss : 3.069229 | tok/sec : 105436.3501479066 | lr : 1.706364e-04 | dt : 4.66s
step : 14490 | loss : 3.106682 | tok/sec : 106291.39966205719 | lr : 1.706015e-04 | dt : 4.62s
step : 14491 | loss : 3.096687 | tok/sec : 105861.45528567252 | lr : 1.705665e-04 | dt : 4.64s
step : 14492 | loss : 3.145140 | tok/sec : 106788.33713297446 | lr : 1.705315e-04 | dt : 4.60s
step : 14493 | loss : 3.059194 | tok/sec : 105842.12861354073 | lr : 1.704966e-04 | dt : 4.64s
step : 14494 | loss : 3.125610 | tok/sec : 105828.26840975953 | lr : 1.704616e-04 | dt : 4.64s
step : 14495 | loss : 3.123726 | tok/sec : 106342.95482773146 | lr : 1.704267e-04 | dt : 4.62s
step : 14496 | loss : 3.134022 | tok/sec : 107371.58758663332 | lr : 1.703918e-04 | dt : 4.58s
step : 14497 | loss : 3.094898 | tok/sec : 107968.83764345219 | lr : 1.703568e-04 | dt : 4.55s
step : 14498 | loss : 3.128399 | tok/sec : 107817.22133199003 | lr : 1.703219e-04 | dt : 4.56s
step : 14499 | loss : 3.123074 | tok/sec : 107747.4712694741 | lr : 1.702870e-04 | dt : 4.56s
validation loss : 3.1235
HellaSwag accuracy : 2989/10042=0.2976
rank 1 sample 0: Hello, I'm a language model, and this is a simple way to take your grammar into account
- How to use it - what you're going to
rank 1 sample 1: Hello, I'm a language model, a model for modeling language. But you probably don't.
We're using a system that represents the world of language
rank 1 sample 2: Hello, I'm a language model, so they don't have to be the same.
So there is nothing wrong with the word “transition.
rank 1 sample 3: Hello, I'm a language model, and I'm interested to design a software class that lets two-way languages take advantage of input from one another. So
rank 2 sample 0: Hello, I'm a language model, rather than an engineer. I've written about a lot, so I really don't know what to do if I'm
rank 2 sample 1: Hello, I'm a language model, so I couldn't make it work." said the son of an accountant; he had a lot of English skills.

rank 2 sample 2: Hello, I'm a language model, not a linguist.
My understanding is that I believe that English uses some grammatical structures as well as words like
rank 2 sample 3: Hello, I'm a language model, so we really need some kind of framework.
That's right, I wanted to show just an example of how a
rank 0 sample 0: Hello, I'm a language model, and I use it. In a similar way, I use the terms (i) (ii) to mean "in
rank 0 sample 1: Hello, I'm a language model, so how do I use it? "I don't make it. Sometimes people don't think it's necessary, they
rank 0 sample 2: Hello, I'm a language model, not a student. I teach two or three things:
In English, I am not a language teacher.
What
rank 0 sample 3: Hello, I'm a language model, so no matter what you're learning, it stays the same. For example, don't let your learner ever give
step : 14500 | loss : 3.109571 | tok/sec : 7769.560490751428 | lr : 1.702520e-04 | dt : 63.26s
step : 14501 | loss : 3.072839 | tok/sec : 118124.71925139894 | lr : 1.702171e-04 | dt : 4.16s
step : 14502 | loss : 3.107666 | tok/sec : 117245.40926529006 | lr : 1.701822e-04 | dt : 4.19s
step : 14503 | loss : 3.089026 | tok/sec : 116153.07408696797 | lr : 1.701473e-04 | dt : 4.23s
step : 14504 | loss : 3.110104 | tok/sec : 117143.09932226269 | lr : 1.701124e-04 | dt : 4.20s
step : 14505 | loss : 3.134268 | tok/sec : 116965.68538351261 | lr : 1.700775e-04 | dt : 4.20s
step : 14506 | loss : 3.154111 | tok/sec : 116886.2516250862 | lr : 1.700426e-04 | dt : 4.21s
step : 14507 | loss : 3.093088 | tok/sec : 117833.46762770033 | lr : 1.700077e-04 | dt : 4.17s
step : 14508 | loss : 3.081931 | tok/sec : 116525.059159131 | lr : 1.699728e-04 | dt : 4.22s
step : 14509 | loss : 3.101521 | tok/sec : 117631.05267070912 | lr : 1.699379e-04 | dt : 4.18s
step : 14510 | loss : 3.161266 | tok/sec : 116189.07865518346 | lr : 1.699031e-04 | dt : 4.23s
step : 14511 | loss : 3.127763 | tok/sec : 116665.85188281308 | lr : 1.698682e-04 | dt : 4.21s
step : 14512 | loss : 3.122478 | tok/sec : 114896.4788040688 | lr : 1.698333e-04 | dt : 4.28s
step : 14513 | loss : 3.136692 | tok/sec : 115225.67167028753 | lr : 1.697984e-04 | dt : 4.27s
step : 14514 | loss : 3.131029 | tok/sec : 115027.86707886416 | lr : 1.697636e-04 | dt : 4.27s
step : 14515 | loss : 3.133436 | tok/sec : 112567.21894223247 | lr : 1.697287e-04 | dt : 4.37s
step : 14516 | loss : 3.117340 | tok/sec : 113451.50162207276 | lr : 1.696939e-04 | dt : 4.33s
step : 14517 | loss : 3.108590 | tok/sec : 110968.36688910388 | lr : 1.696590e-04 | dt : 4.43s
step : 14518 | loss : 3.134135 | tok/sec : 111412.65918577781 | lr : 1.696242e-04 | dt : 4.41s
step : 14519 | loss : 3.107142 | tok/sec : 109678.29487895926 | lr : 1.695893e-04 | dt : 4.48s
step : 14520 | loss : 3.138650 | tok/sec : 108877.77885527367 | lr : 1.695545e-04 | dt : 4.51s
step : 14521 | loss : 3.096478 | tok/sec : 108450.04069432542 | lr : 1.695196e-04 | dt : 4.53s
step : 14522 | loss : 3.076476 | tok/sec : 108719.87396498851 | lr : 1.694848e-04 | dt : 4.52s
step : 14523 | loss : 3.066366 | tok/sec : 108170.57132976361 | lr : 1.694500e-04 | dt : 4.54s
step : 14524 | loss : 3.092911 | tok/sec : 108512.23269882283 | lr : 1.694152e-04 | dt : 4.53s
step : 14525 | loss : 3.070886 | tok/sec : 108281.63893092812 | lr : 1.693803e-04 | dt : 4.54s
step : 14526 | loss : 3.148289 | tok/sec : 108546.10151570285 | lr : 1.693455e-04 | dt : 4.53s
step : 14527 | loss : 3.082794 | tok/sec : 108421.54012455845 | lr : 1.693107e-04 | dt : 4.53s
step : 14528 | loss : 3.120933 | tok/sec : 108640.99296178491 | lr : 1.692759e-04 | dt : 4.52s
step : 14529 | loss : 3.116924 | tok/sec : 108552.02273038533 | lr : 1.692411e-04 | dt : 4.53s
step : 14530 | loss : 3.036010 | tok/sec : 108569.48721697253 | lr : 1.692063e-04 | dt : 4.53s
step : 14531 | loss : 3.056388 | tok/sec : 108981.97301375194 | lr : 1.691715e-04 | dt : 4.51s
step : 14532 | loss : 3.139788 | tok/sec : 108477.99686718463 | lr : 1.691367e-04 | dt : 4.53s
step : 14533 | loss : 3.074824 | tok/sec : 107838.20119321765 | lr : 1.691019e-04 | dt : 4.56s
step : 14534 | loss : 3.051338 | tok/sec : 108425.75409381866 | lr : 1.690672e-04 | dt : 4.53s
step : 14535 | loss : 3.115673 | tok/sec : 107926.21939102784 | lr : 1.690324e-04 | dt : 4.55s
step : 14536 | loss : 3.126976 | tok/sec : 108478.21947874493 | lr : 1.689976e-04 | dt : 4.53s
step : 14537 | loss : 3.042289 | tok/sec : 108284.64192523743 | lr : 1.689628e-04 | dt : 4.54s
step : 14538 | loss : 3.125853 | tok/sec : 108112.71613032401 | lr : 1.689281e-04 | dt : 4.55s
step : 14539 | loss : 3.194611 | tok/sec : 108368.27506575554 | lr : 1.688933e-04 | dt : 4.54s
step : 14540 | loss : 3.099108 | tok/sec : 108126.65380493752 | lr : 1.688586e-04 | dt : 4.55s
